frame,NOSE.x,NOSE.y,NOSE.z,NOSE.v,LEFT_EYE_INNER.x,LEFT_EYE_INNER.y,LEFT_EYE_INNER.z,LEFT_EYE_INNER.v,LEFT_EYE.x,LEFT_EYE.y,LEFT_EYE.z,LEFT_EYE.v,LEFT_EYE_OUTER.x,LEFT_EYE_OUTER.y,LEFT_EYE_OUTER.z,LEFT_EYE_OUTER.v,RIGHT_EYE_INNER.x,RIGHT_EYE_INNER.y,RIGHT_EYE_INNER.z,RIGHT_EYE_INNER.v,RIGHT_EYE.x,RIGHT_EYE.y,RIGHT_EYE.z,RIGHT_EYE.v,RIGHT_EYE_OUTER.x,RIGHT_EYE_OUTER.y,RIGHT_EYE_OUTER.z,RIGHT_EYE_OUTER.v,LEFT_EAR.x,LEFT_EAR.y,LEFT_EAR.z,LEFT_EAR.v,RIGHT_EAR.x,RIGHT_EAR.y,RIGHT_EAR.z,RIGHT_EAR.v,MOUTH_LEFT.x,MOUTH_LEFT.y,MOUTH_LEFT.z,MOUTH_LEFT.v,MOUTH_RIGHT.x,MOUTH_RIGHT.y,MOUTH_RIGHT.z,MOUTH_RIGHT.v,LEFT_SHOULDER.x,LEFT_SHOULDER.y,LEFT_SHOULDER.z,LEFT_SHOULDER.v,RIGHT_SHOULDER.x,RIGHT_SHOULDER.y,RIGHT_SHOULDER.z,RIGHT_SHOULDER.v,LEFT_ELBOW.x,LEFT_ELBOW.y,LEFT_ELBOW.z,LEFT_ELBOW.v,RIGHT_ELBOW.x,RIGHT_ELBOW.y,RIGHT_ELBOW.z,RIGHT_ELBOW.v,LEFT_WRIST.x,LEFT_WRIST.y,LEFT_WRIST.z,LEFT_WRIST.v,RIGHT_WRIST.x,RIGHT_WRIST.y,RIGHT_WRIST.z,RIGHT_WRIST.v,LEFT_PINKY.x,LEFT_PINKY.y,LEFT_PINKY.z,LEFT_PINKY.v,RIGHT_PINKY.x,RIGHT_PINKY.y,RIGHT_PINKY.z,RIGHT_PINKY.v,LEFT_INDEX.x,LEFT_INDEX.y,LEFT_INDEX.z,LEFT_INDEX.v,RIGHT_INDEX.x,RIGHT_INDEX.y,RIGHT_INDEX.z,RIGHT_INDEX.v,LEFT_THUMB.x,LEFT_THUMB.y,LEFT_THUMB.z,LEFT_THUMB.v,RIGHT_THUMB.x,RIGHT_THUMB.y,RIGHT_THUMB.z,RIGHT_THUMB.v,LEFT_HIP.x,LEFT_HIP.y,LEFT_HIP.z,LEFT_HIP.v,RIGHT_HIP.x,RIGHT_HIP.y,RIGHT_HIP.z,RIGHT_HIP.v,LEFT_KNEE.x,LEFT_KNEE.y,LEFT_KNEE.z,LEFT_KNEE.v,RIGHT_KNEE.x,RIGHT_KNEE.y,RIGHT_KNEE.z,RIGHT_KNEE.v,LEFT_ANKLE.x,LEFT_ANKLE.y,LEFT_ANKLE.z,LEFT_ANKLE.v,RIGHT_ANKLE.x,RIGHT_ANKLE.y,RIGHT_ANKLE.z,RIGHT_ANKLE.v,LEFT_HEEL.x,LEFT_HEEL.y,LEFT_HEEL.z,LEFT_HEEL.v,RIGHT_HEEL.x,RIGHT_HEEL.y,RIGHT_HEEL.z,RIGHT_HEEL.v,LEFT_FOOT_INDEX.x,LEFT_FOOT_INDEX.y,LEFT_FOOT_INDEX.z,LEFT_FOOT_INDEX.v,RIGHT_FOOT_INDEX.x,RIGHT_FOOT_INDEX.y,RIGHT_FOOT_INDEX.z,RIGHT_FOOT_INDEX.v
0,0.6430603265762329,0.7057636380195618,-0.08065495640039444,0.998848557472229,0.6475460529327393,0.6950560212135315,-0.06940151751041412,0.9985910058021545,0.6466359496116638,0.6926754117012024,-0.06944867223501205,0.998433530330658,0.6457681059837341,0.6900131106376648,-0.06950339674949646,0.9990929365158081,0.6471549272537231,0.6971685290336609,-0.11064468324184418,0.9989381432533264,0.6461449861526489,0.6962063908576965,-0.11065205186605453,0.9988381266593933,0.645211935043335,0.695163905620575,-0.11070458590984344,0.999106228351593,0.6333106756210327,0.6727087497711182,0.0027174444403499365,0.9974743723869324,0.6315066814422607,0.6824048161506653,-0.1838415563106537,0.9980556964874268,0.6262762546539307,0.701913595199585,-0.04739230126142502,0.9964720010757446,0.6274160146713257,0.7029674053192139,-0.10162854194641113,0.9969642758369446,0.5599350333213806,0.6364368796348572,0.1414821743965149,0.9975239634513855,0.5598611831665039,0.7042595744132996,-0.263499915599823,0.9996435642242432,0.5254821181297302,0.6887377500534058,0.3062358498573303,0.06617161631584167,0.5045684576034546,0.7948442697525024,-0.2807176113128662,0.9873778223991394,0.5505400896072388,0.7778074145317078,0.39468544721603394,0.241193488240242,0.5160425305366516,0.9002619981765747,-0.22074809670448303,0.9867745637893677,0.564885139465332,0.7845318913459778,0.42320388555526733,0.3210141658782959,0.5264851450920105,0.9282483458518982,-0.26235827803611755,0.9813879728317261,0.5671504735946655,0.7903156280517578,0.38023102283477783,0.3264603018760681,0.5334756374359131,0.9150396585464478,-0.24268075823783875,0.9786860942840576,0.5595216155052185,0.7897992730140686,0.3787449300289154,0.3410879969596863,0.5285902619361877,0.9073022603988647,-0.2134728729724884,0.9591147899627686,0.38251134753227234,0.6625017523765564,0.13623425364494324,0.9947656393051147,0.380148321390152,0.7016635537147522,-0.136302188038826,0.9955421090126038,0.27185720205307007,0.7112695574760437,0.25164371728897095,0.06026695668697357,0.2664045989513397,0.7256191968917847,-0.029681121930480003,0.8032547831535339,0.15271064639091492,0.7238180637359619,0.39885029196739197,0.16524994373321533,0.1278480440378189,0.7422730326652527,0.10538359731435776,0.9214817881584167,0.1216314435005188,0.7081714272499084,0.41200703382492065,0.34108108282089233,0.10423040390014648,0.7340646386146545,0.11612043529748917,0.9217727780342102,0.14443813264369965,0.7791722416877747,0.38450297713279724,0.4005173444747925,0.1213626116514206,0.7928721308708191,0.051026903092861176,0.8987993001937866
1,0.6424891352653503,0.7082967162132263,-0.07270103693008423,0.9988464117050171,0.6476158499717712,0.6962046027183533,-0.06059346720576286,0.9985925555229187,0.646760106086731,0.6940041780471802,-0.06063777953386307,0.998435378074646,0.6459525227546692,0.6915141344070435,-0.06067449599504471,0.9990876913070679,0.6471664309501648,0.6979072093963623,-0.1042294129729271,0.9989407062530518,0.6461469531059265,0.6968562602996826,-0.10424116998910904,0.998849630355835,0.6452096700668335,0.695662796497345,-0.10429643094539642,0.999115526676178,0.6339275240898132,0.6736103296279907,0.014010539278388023,0.9974737167358398,0.6319463849067688,0.6824020743370056,-0.1823752224445343,0.9981068968772888,0.6263201236724854,0.7069879770278931,-0.038585346192121506,0.9964884519577026,0.6273866891860962,0.7070809602737427,-0.09577933698892593,0.9970094561576843,0.5598328709602356,0.6396951675415039,0.15449301898479462,0.9974154829978943,0.561244547367096,0.7002622485160828,-0.2640165090560913,0.9996314644813538,0.524128794670105,0.7224811315536499,0.297743558883667,0.06544625759124756,0.5045291781425476,0.7957523465156555,-0.2835238575935364,0.9870133996009827,0.5511544942855835,0.7854799032211304,0.3420822322368622,0.23927098512649536,0.5145038366317749,0.9003431797027588,-0.2204749882221222,0.9863145351409912,0.567388653755188,0.7972720861434937,0.3633642792701721,0.3190579116344452,0.5266224145889282,0.9284278154373169,-0.2621743977069855,0.9807850122451782,0.5698468089103699,0.7973981499671936,0.32243138551712036,0.3246588110923767,0.5337964296340942,0.9154120087623596,-0.24127891659736633,0.9779457449913025,0.5610380172729492,0.8006880283355713,0.325125515460968,0.3387972414493561,0.5286263227462769,0.9078202843666077,-0.21250824630260468,0.9577439427375793,0.3824515640735626,0.6650150418281555,0.13625048100948334,0.9947335124015808,0.37937960028648376,0.702225387096405,-0.13631603121757507,0.9955076575279236,0.2724432647228241,0.7112394571304321,0.255534827709198,0.0617523118853569,0.2664039433002472,0.725694477558136,-0.029371004551649094,0.8052529692649841,0.15419957041740417,0.7168654799461365,0.40385884046554565,0.17008750140666962,0.13146528601646423,0.740013837814331,0.10641007125377655,0.9230873584747314,0.12135559320449829,0.6980363130569458,0.41664552688598633,0.34746885299682617,0.10615841299295425,0.7320531010627747,0.11697506904602051,0.9230955839157104,0.1423901468515396,0.7662620544433594,0.3864402770996094,0.4085710346698761,0.12171448767185211,0.7928641438484192,0.051080696284770966,0.9005865454673767
2,0.6370357275009155,0.7236530780792236,-0.04556379094719887,0.9987954497337341,0.6458252668380737,0.7100971937179565,-0.03642923757433891,0.9985430836677551,0.6453819274902344,0.7073743343353271,-0.03647615388035774,0.9983765482902527,0.6449286937713623,0.7044263482093811,-0.036527808755636215,0.9990479946136475,0.6451494693756104,0.7131337523460388,-0.07862968742847443,0.9988998770713806,0.6443819403648376,0.7127309441566467,-0.07863791286945343,0.9988130331039429,0.6436241865158081,0.7122201323509216,-0.0787108764052391,0.9990879893302917,0.6341739892959595,0.6868327856063843,0.02490142360329628,0.9973746538162231,0.6320202946662903,0.69887775182724,-0.1658593714237213,0.998068630695343,0.6245883703231812,0.7212232351303101,-0.016257964074611664,0.9963946342468262,0.6248335838317871,0.7226431369781494,-0.07161969691514969,0.9969329237937927,0.5603171586990356,0.6509494781494141,0.1581997573375702,0.9973605275154114,0.5646722316741943,0.7029587030410767,-0.2530052959918976,0.9996144771575928,0.5238824486732483,0.731174647808075,0.32116469740867615,0.06579747796058655,0.5045396089553833,0.7959291934967041,-0.2700769603252411,0.9858993291854858,0.5551831722259521,0.7891959547996521,0.39604851603507996,0.244085893034935,0.5120936632156372,0.8979183435440063,-0.20371028780937195,0.9856016635894775,0.5732635855674744,0.800337553024292,0.4202214777469635,0.32480481266975403,0.5264654159545898,0.9275910258293152,-0.24257509410381317,0.9799203276634216,0.5738213658332825,0.7994024157524109,0.37922173738479614,0.33064913749694824,0.533643364906311,0.915020763874054,-0.22451350092887878,0.976956844329834,0.5653494596481323,0.8002632856369019,0.3799336850643158,0.3443463444709778,0.5281741619110107,0.9061409831047058,-0.19625964760780334,0.9558017253875732,0.38300544023513794,0.6714563965797424,0.13522407412528992,0.9947662949562073,0.3798021376132965,0.7069182991981506,-0.13528868556022644,0.9954681992530823,0.27255186438560486,0.7168562412261963,0.2445688247680664,0.06440722942352295,0.26669102907180786,0.729232907295227,-0.030487168580293655,0.8044413924217224,0.1526297628879547,0.717259407043457,0.3885527551174164,0.17581039667129517,0.13347116112709045,0.7399390339851379,0.10434998571872711,0.9235323667526245,0.12062791734933853,0.6986052393913269,0.4005318582057953,0.35249388217926025,0.10956970602273941,0.7319075465202332,0.11498190462589264,0.9217614531517029,0.13999636471271515,0.7678678631782532,0.36672261357307434,0.41449326276779175,0.1314724236726761,0.7856662273406982,0.05001864954829216,0.9011602401733398
3,0.6347290277481079,0.7290084362030029,-0.007301486097276211,0.9987362027168274,0.6445847153663635,0.7152417302131653,-0.00119578349404037,0.9984831809997559,0.6443309783935547,0.712138831615448,-0.0012280880473554134,0.9983026385307312,0.6440091133117676,0.7087035775184631,-0.001276857336051762,0.9989954829216003,0.6438385844230652,0.7193892598152161,-0.0411890409886837,0.998856782913208,0.643221378326416,0.7195309996604919,-0.04120486229658127,0.9987752437591553,0.6425706148147583,0.7195548415184021,-0.04130225256085396,0.999058723449707,0.6342046856880188,0.6907597780227661,0.04320753365755081,0.9972324967384338,0.632116973400116,0.7079023718833923,-0.13705973327159882,0.9980154633522034,0.623589038848877,0.7263698577880859,0.015559902414679527,0.9963041543960571,0.6235482692718506,0.7288792133331299,-0.03688500076532364,0.996877133846283,0.561776876449585,0.6577960252761841,0.16420882940292358,0.9973108768463135,0.5683094263076782,0.7070695757865906,-0.2346610575914383,0.9996041655540466,0.5238417387008667,0.7327373623847961,0.32211944460868835,0.06897694617509842,0.5046069025993347,0.7963192462921143,-0.24841666221618652,0.9851258397102356,0.5553002953529358,0.791751503944397,0.4014976918697357,0.2521142065525055,0.5105251669883728,0.8954357504844666,-0.17822012305259705,0.9849860668182373,0.5745943188667297,0.8025005459785461,0.4271451532840729,0.3321143686771393,0.5254542231559753,0.926842451095581,-0.21251359581947327,0.9791273474693298,0.5749377012252808,0.801105260848999,0.387700617313385,0.3379538357257843,0.5324274301528931,0.9139455556869507,-0.1964472234249115,0.9760516285896301,0.566209077835083,0.8004072904586792,0.38622748851776123,0.35107913613319397,0.5263543725013733,0.9043781161308289,-0.1711159199476242,0.9541721940040588,0.3846758306026459,0.6739012598991394,0.1345871090888977,0.994806170463562,0.3806304335594177,0.7096311450004578,-0.13466067612171173,0.9954795241355896,0.27290597558021545,0.7208459973335266,0.22462984919548035,0.06885141134262085,0.26787298917770386,0.7319797277450562,-0.05419892072677612,0.8100670576095581,0.15207506716251373,0.7174561619758606,0.34201550483703613,0.18496036529541016,0.1342371255159378,0.7399698495864868,0.0428784154355526,0.9259188175201416,0.12013164907693863,0.698496401309967,0.35084545612335205,0.3605107069015503,0.11010748147964478,0.7315845489501953,0.04968658834695816,0.9223833680152893,0.13759048283100128,0.7670451402664185,0.31858712434768677,0.42330020666122437,0.1309480369091034,0.7945077419281006,-0.014694524928927422,0.9037520885467529
4,0.6342931985855103,0.7436861395835876,-0.024855930358171463,0.9987797141075134,0.6438007950782776,0.7328394055366516,-0.015933599323034286,0.9985343217849731,0.6437392830848694,0.7303450107574463,-0.015963256359100342,0.9983587861061096,0.6435918807983398,0.727606475353241,-0.016001878306269646,0.9990219473838806,0.6430104374885559,0.7347720861434937,-0.05628124624490738,0.9988975524902344,0.6425262093544006,0.7339145541191101,-0.05629799887537956,0.9988245964050293,0.6419773697853088,0.7329466342926025,-0.056381694972515106,0.9990959763526917,0.6346721649169922,0.7093307971954346,0.04004678875207901,0.9973113536834717,0.6324418187141418,0.719601571559906,-0.1413373202085495,0.9981006979942322,0.6235145926475525,0.7398577332496643,0.002375723561272025,0.9964125752449036,0.6234886646270752,0.740585207939148,-0.05055969953536987,0.9969897270202637,0.5635601878166199,0.6696408987045288,0.16846168041229248,0.9973496794700623,0.5707923769950867,0.7190659642219543,-0.23519638180732727,0.9996169209480286,0.5219630599021912,0.7344052791595459,0.3358880281448364,0.07177744060754776,0.5044230222702026,0.8016931414604187,-0.25104662775993347,0.9851836562156677,0.5562233328819275,0.7961564660072327,0.43062496185302734,0.26112377643585205,0.5101238489151001,0.8949486017227173,-0.1875801831483841,0.98518967628479,0.5763131976127625,0.805679976940155,0.4603141248226166,0.3413800001144409,0.5247522592544556,0.9265490174293518,-0.2242635041475296,0.9793260097503662,0.5765188932418823,0.8037711381912231,0.4208117425441742,0.3469966948032379,0.5316572785377502,0.9138610363006592,-0.2064957320690155,0.9762691259384155,0.5680804252624512,0.8024647235870361,0.41627031564712524,0.35971271991729736,0.5258091688156128,0.9036328792572021,-0.18004213273525238,0.9544467329978943,0.38738274574279785,0.6765104532241821,0.13455918431282043,0.9948321580886841,0.38155514001846313,0.7165843844413757,-0.1346309930086136,0.9955583214759827,0.2732468843460083,0.7228185534477234,0.2290627509355545,0.07424183189868927,0.2682008147239685,0.737843930721283,-0.062100253999233246,0.8163987994194031,0.15270482003688812,0.7168181538581848,0.35748764872550964,0.19642509520053864,0.13422764837741852,0.739915668964386,0.03618604317307472,0.9289117455482483,0.12066255509853363,0.6968051791191101,0.3678252100944519,0.3716767728328705,0.11019609868526459,0.7306533455848694,0.04307117685675621,0.9239332675933838,0.13773730397224426,0.7650994658470154,0.33773964643478394,0.4356609284877777,0.1277737021446228,0.7965372204780579,-0.023047879338264465,0.9071772694587708
5,0.634758710861206,0.755230188369751,-0.0279461108148098,0.9987090229988098,0.6438950300216675,0.7443042993545532,-0.017798613756895065,0.9984506368637085,0.6437962651252747,0.7418914437294006,-0.0178722832351923,0.9982742667198181,0.6436079740524292,0.7393030524253845,-0.018044836819171906,0.9989627003669739,0.6431177854537964,0.7466198801994324,-0.061331938952207565,0.9988123178482056,0.642612636089325,0.7459640502929688,-0.06136564537882805,0.9987547993659973,0.6420406103134155,0.7451773285865784,-0.061504364013671875,0.999041736125946,0.6355525851249695,0.7226992845535278,0.0385669469833374,0.9972743391990662,0.6333122253417969,0.7321007251739502,-0.15058152377605438,0.9980266690254211,0.6238545775413513,0.7514224648475647,-0.00039730180287733674,0.9962531924247742,0.6236791610717773,0.752640962600708,-0.056373585015535355,0.9968279600143433,0.5650999546051025,0.6785776615142822,0.16377416253089905,0.9972943663597107,0.5716369152069092,0.7298479080200195,-0.23907096683979034,0.9996255040168762,0.5213644504547119,0.7283584475517273,0.3571747839450836,0.06798949092626572,0.5018169283866882,0.8096058368682861,-0.25623226165771484,0.9849618673324585,0.5550529360771179,0.7982711791992188,0.4858320653438568,0.24601398408412933,0.5129543542861938,0.8950965404510498,-0.21443919837474823,0.9849984049797058,0.5743759870529175,0.8066195249557495,0.5198293924331665,0.3256378173828125,0.5279911160469055,0.9248048067092896,-0.25637975335121155,0.9792088866233826,0.5727346539497375,0.8074089288711548,0.4798206388950348,0.33109477162361145,0.5343614816665649,0.91181880235672,-0.23926293849945068,0.9761371612548828,0.5661819577217102,0.8061497211456299,0.47260499000549316,0.3444679379463196,0.5286852717399597,0.9020383954048157,-0.208027645945549,0.9539763927459717,0.3871990144252777,0.6811289191246033,0.13196870684623718,0.9948567152023315,0.38151806592941284,0.7236477732658386,-0.1319732517004013,0.995654284954071,0.2730879485607147,0.7245932817459106,0.25605645775794983,0.07226219773292542,0.2676512598991394,0.7403948903083801,-0.0031446912325918674,0.8161653280258179,0.15306313335895538,0.7186989188194275,0.422294944524765,0.193219393491745,0.13469764590263367,0.7401031255722046,0.15072251856327057,0.9302615523338318,0.12983742356300354,0.7070502638816833,0.43757638335227966,0.3711998760700226,0.11150769144296646,0.7307636141777039,0.16515624523162842,0.924927294254303,0.1436086744070053,0.7732793688774109,0.41163867712020874,0.4304325580596924,0.13035625219345093,0.7927706837654114,0.11178024858236313,0.9075391888618469
6,0.6349105834960938,0.7766929268836975,-0.024144990369677544,0.9981282353401184,0.6439565420150757,0.767984926700592,-0.014911049976944923,0.9978044033050537,0.6438421607017517,0.7653883099555969,-0.014966942369937897,0.9976294040679932,0.6436340808868408,0.7626475095748901,-0.015062801539897919,0.9985291957855225,0.6431859731674194,0.7709047198295593,-0.054200123995542526,0.998146653175354,0.6426690816879272,0.7703619599342346,-0.05421995371580124,0.9981440901756287,0.6420837640762329,0.7697135210037231,-0.05430479720234871,0.9985539317131042,0.635938286781311,0.7460632920265198,0.03987646847963333,0.9964660406112671,0.6335869431495667,0.7570117712020874,-0.13513720035552979,0.9971379637718201,0.6252448558807373,0.7705633640289307,0.0019486633827909827,0.9949504137039185,0.624737560749054,0.7731520533561707,-0.04914349317550659,0.9955155253410339,0.5683680176734924,0.7004696130752563,0.16437749564647675,0.9971651434898376,0.5740684270858765,0.7486816048622131,-0.2262849360704422,0.9995948672294617,0.5125681161880493,0.7461684942245483,0.34317439794540405,0.06564567238092422,0.5012747645378113,0.8108116984367371,-0.25829631090164185,0.982729434967041,0.529464840888977,0.8350426554679871,0.45204854011535645,0.22955621778964996,0.5147778987884521,0.8950570821762085,-0.231599360704422,0.9827616214752197,0.5442969799041748,0.8474997282028198,0.48468804359436035,0.3046989142894745,0.5306957960128784,0.9222039580345154,-0.26605695486068726,0.976580798625946,0.5484235882759094,0.858661413192749,0.4477420449256897,0.30984196066856384,0.5375193357467651,0.908543586730957,-0.24820920825004578,0.9731889367103577,0.5424555540084839,0.8577420115470886,0.43892645835876465,0.32315826416015625,0.5327833294868469,0.899915874004364,-0.22448697686195374,0.9493308067321777,0.3890426456928253,0.6933344602584839,0.12811565399169922,0.994477391242981,0.3846200704574585,0.7310020327568054,-0.12806172668933868,0.995250940322876,0.2742815613746643,0.7279261946678162,0.21084776520729065,0.07203873991966248,0.26962143182754517,0.7410337328910828,-0.029967084527015686,0.8120107054710388,0.15228942036628723,0.7188218832015991,0.3229110836982727,0.1922784298658371,0.1354890763759613,0.7401185631752014,0.07378199696540833,0.9286879301071167,0.12950778007507324,0.7096316814422607,0.33008918166160583,0.36793333292007446,0.11342253535985947,0.7303828001022339,0.08261667191982269,0.9227317571640015,0.14108029007911682,0.7753568887710571,0.28837209939956665,0.4241991639137268,0.13182996213436127,0.7869399785995483,0.025886913761496544,0.9063408374786377
7,0.6367348432540894,0.7851998805999756,-0.034929148852825165,0.9975275993347168,0.6453112363815308,0.7749883532524109,-0.020829830318689346,0.9971764087677002,0.6454232931137085,0.7726613283157349,-0.020957840606570244,0.9970739483833313,0.6454685926437378,0.7702615261077881,-0.021084841340780258,0.9981180429458618,0.6444939374923706,0.776664137840271,-0.05743386223912239,0.9973862171173096,0.6441587209701538,0.7755069136619568,-0.05751350522041321,0.997502863407135,0.6437980532646179,0.7742567658424377,-0.057588476687669754,0.9980286359786987,0.6385506391525269,0.7516003251075745,0.03511393442749977,0.9956341981887817,0.6369172930717468,0.7580340504646301,-0.14388534426689148,0.9964064955711365,0.6283933520317078,0.7803320288658142,-0.004760670010000467,0.9935572147369385,0.6275073289871216,0.7816994190216064,-0.05181547999382019,0.9943119287490845,0.5717060565948486,0.7080000042915344,0.16272452473640442,0.9969579577445984,0.5764777660369873,0.7555195093154907,-0.2287278175354004,0.9995513558387756,0.5047190189361572,0.7410246729850769,0.31117162108421326,0.06172994524240494,0.499260276556015,0.8159027099609375,-0.25000640749931335,0.980356752872467,0.5140969753265381,0.8310285806655884,0.39150768518447876,0.21175238490104675,0.51604825258255,0.8951402306556702,-0.16919708251953125,0.9791452288627625,0.5275483727455139,0.8432214260101318,0.41859060525894165,0.28247198462486267,0.5310925245285034,0.9200224280357361,-0.19663742184638977,0.9723919034004211,0.5308529734611511,0.8403806090354919,0.38606590032577515,0.2872232496738434,0.5394302010536194,0.9051953554153442,-0.17892387509346008,0.9684432148933411,0.5295118093490601,0.8385006189346313,0.37905192375183105,0.2998906075954437,0.5344260931015015,0.894097626209259,-0.16085867583751678,0.9422964453697205,0.3905772566795349,0.7025774121284485,0.1264956146478653,0.9938920736312866,0.38625282049179077,0.7375508546829224,-0.12640419602394104,0.9948471784591675,0.27421265840530396,0.7306128740310669,0.21543247997760773,0.07218184322118759,0.26958680152893066,0.7442013025283813,-0.029775243252515793,0.814599871635437,0.15132521092891693,0.7188278436660767,0.3323107063770294,0.19515390694141388,0.13530313968658447,0.7399137616157532,0.07873090356588364,0.9300844669342041,0.1288551390171051,0.7094717621803284,0.3401777148246765,0.3693270683288574,0.1130233183503151,0.7295719981193542,0.0875648483633995,0.9234617948532104,0.14218895137310028,0.7720280885696411,0.3010362684726715,0.4262692928314209,0.131087988615036,0.7871920466423035,0.028480570763349533,0.9078261852264404
8,0.6335743069648743,0.7956400513648987,0.005880417302250862,0.9969481229782104,0.64234459400177,0.7865837216377258,0.01627662405371666,0.9967324733734131,0.6426650285720825,0.7842368483543396,0.016222992911934853,0.9965969324111938,0.6429191827774048,0.7818505764007568,0.016155574470758438,0.9977974891662598,0.6416844129562378,0.7887102961540222,-0.023881809785962105,0.9969150424003601,0.6416364908218384,0.7878409028053284,-0.023930884897708893,0.9970241189002991,0.6415508389472961,0.7869388461112976,-0.024020642042160034,0.9976841807365417,0.6381813287734985,0.763149082660675,0.06775669753551483,0.9947903752326965,0.6368101835250854,0.7705150842666626,-0.11316772550344467,0.9959385991096497,0.6262689828872681,0.7895324230194092,0.030406048521399498,0.9924420714378357,0.6252175569534302,0.7915385365486145,-0.02147623896598816,0.9932719469070435,0.5730727314949036,0.7099598050117493,0.18905219435691833,0.9969370365142822,0.5765649080276489,0.7668887972831726,-0.21083112061023712,0.9995375275611877,0.5067662000656128,0.7395833134651184,0.3138352036476135,0.05937783792614937,0.4966391623020172,0.8271482586860657,-0.21883456408977509,0.979333221912384,0.5180176496505737,0.8286656737327576,0.38520097732543945,0.1977061629295349,0.519525408744812,0.8943090438842773,-0.09596361219882965,0.9767030477523804,0.5297892689704895,0.843561589717865,0.4106568396091461,0.26403921842575073,0.5334902405738831,0.9177767634391785,-0.11198530346155167,0.9690644145011902,0.5348635911941528,0.8337817788124084,0.38178497552871704,0.26842501759529114,0.5425692200660706,0.9012268781661987,-0.09881361573934555,0.9648380279541016,0.529276430606842,0.83183354139328,0.3731818199157715,0.28074246644973755,0.5374311208724976,0.8899564146995544,-0.08738285303115845,0.9374057650566101,0.3927463889122009,0.7074442505836487,0.12661755084991455,0.9935946464538574,0.3889347314834595,0.7443011999130249,-0.1265755146741867,0.994517982006073,0.2740017771720886,0.7337738275527954,0.18512199819087982,0.07511506974697113,0.26983529329299927,0.7481651902198792,-0.06670431792736053,0.8180323839187622,0.147478848695755,0.7187852263450623,0.2555568814277649,0.20209906995296478,0.1350995898246765,0.7402378916740417,-0.0028964972589164972,0.9312132000923157,0.12766185402870178,0.7092772126197815,0.2573834955692291,0.373233824968338,0.11244311183691025,0.7296112775802612,0.0006870062788948417,0.9237542152404785,0.14175114035606384,0.768889844417572,0.21425139904022217,0.43020620942115784,0.130616694688797,0.7874771356582642,-0.062058113515377045,0.9098474979400635
9,0.6304764747619629,0.8021743893623352,4.7060650103958324e-05,0.9969071745872498,0.6396241784095764,0.794679582118988,0.01141614280641079,0.9967485666275024,0.6400695443153381,0.7925236821174622,0.011376194655895233,0.9965808391571045,0.6404452919960022,0.7903836965560913,0.011320536956191063,0.9977760910987854,0.639275312423706,0.7963055968284607,-0.02884628251194954,0.9969221949577332,0.6395108699798584,0.7952901124954224,-0.02889920212328434,0.9970114827156067,0.6396807432174683,0.7942962646484375,-0.028972938656806946,0.9976855516433716,0.6379967331886292,0.7732874751091003,0.06893487274646759,0.9947149753570557,0.6366441249847412,0.7791641354560852,-0.11160752922296524,0.9960435628890991,0.6237953305244446,0.7959524393081665,0.026199642568826675,0.9925181865692139,0.6230756044387817,0.7972564697265625,-0.025995567440986633,0.9933413863182068,0.573967456817627,0.7188452482223511,0.1898953765630722,0.9970241785049438,0.5780857801437378,0.7720740437507629,-0.20778420567512512,0.9995449781417847,0.5073900818824768,0.7575176954269409,0.3041853606700897,0.05828257277607918,0.49623411893844604,0.8339473605155945,-0.20621159672737122,0.9792770147323608,0.5215789675712585,0.8464174270629883,0.33721140027046204,0.18925009667873383,0.5221573114395142,0.894580602645874,-0.05439715459942818,0.9745628237724304,0.5334463715553284,0.8638961315155029,0.35606521368026733,0.25241169333457947,0.5377141833305359,0.9174013733863831,-0.0655154213309288,0.9658738374710083,0.537972092628479,0.8707225918769836,0.3314398229122162,0.25662270188331604,0.5462401509284973,0.9015423655509949,-0.05554627627134323,0.961408793926239,0.5321789383888245,0.8668891191482544,0.32545986771583557,0.26867765188217163,0.5410004258155823,0.8913301825523376,-0.046255338937044144,0.9331227540969849,0.39450812339782715,0.7179599404335022,0.127096027135849,0.9936568737030029,0.39189180731773376,0.7501681447029114,-0.12705251574516296,0.994491696357727,0.272863507270813,0.7388474941253662,0.18393777310848236,0.08199871331453323,0.26923999190330505,0.7513254284858704,-0.06580372154712677,0.8250218033790588,0.1460435539484024,0.7188042402267456,0.2533864378929138,0.21732714772224426,0.13505563139915466,0.7403306365013123,0.00247639836743474,0.9334600567817688,0.1275189220905304,0.7091783285140991,0.25522637367248535,0.3848411738872528,0.11202995479106903,0.7289570569992065,0.006301249377429485,0.9248490929603577,0.14021912217140198,0.7688279747962952,0.21159934997558594,0.4439946711063385,0.12965120375156403,0.7886136770248413,-0.0574989840388298,0.9129275679588318
